SBS1	SBS2	SBS3	SBS5	SBS8	SBS13	SBS17a	SBS17b	SBS18	SBS34	SBS100	SBS30	SBS31	ID1	ID2	ID3	ID4	ID5	ID6	ID8	ID9	ID10	ID11b	ID12	ID17	ID18	ID19	ID20	ID21	ID22	ID25	INDEL_de_novo_Sig1	Sig1	Sig2	Sig3	Sig4	Sig5	Sig6	Sig7	Sig8	sample	total_sbs_burden	total_indel_burden	total_sv_burden	Sig1_lt_0.5	Sig2_lt_0.5	Sig3_lt_0.5	Sig4_lt_0.5	Sig5_lt_0.5	Sig6_lt_0.5	Sig7_lt_0.5	Sig8_lt_0.5	Sig1_0.5_4.5	Sig2_0.5_4.5	Sig3_0.5_4.5	Sig4_0.5_4.5	Sig5_0.5_4.5	Sig6_0.5_4.5	Sig7_0.5_4.5	Sig8_0.5_4.5	Sig1_gt_4.5	Sig2_gt_4.5	Sig3_gt_4.5	Sig4_gt_4.5	Sig5_gt_4.5	Sig6_gt_4.5	Sig7_gt_4.5	Sig8_gt_4.5	Sig1_3.5_4.5	Sig2_3.5_4.5	Sig3_3.5_4.5	Sig4_3.5_4.5	Sig5_3.5_4.5	Sig6_3.5_4.5	Sig7_3.5_4.5	Sig8_3.5_4.5	Sig1_gt_3.5	Sig2_gt_3.5	Sig3_gt_3.5	Sig4_gt_3.5	Sig5_gt_3.5	Sig6_gt_3.5	Sig7_gt_3.5	Sig8_gt_3.5	total_jcn_lt_0.5_count	total_jcn_0.5_4.5_count	total_jcn_gt_4.5_count	total_jcn_3.5_4.5_count	total_jcn_gt_3.5_count	total_exposure_jcn_lt_0.5	total_exposure_jcn_0.5_4.5	total_exposure_jcn_gt_4.5	total_exposure_jcn_3.5_4.5	total_exposure_jcn_gt_3.5	SBS1_sub	SBS2_sub	SBS3_sub	SBS5_sub	SBS8_sub	SBS13_sub	SBS17a_sub	SBS17b_sub	SBS18_sub	SBS34_sub	SBS51_sub	SBS60_sub	SBS100_sub	total_snvs_sub	wholeGenomeDuplication	purity	ploidy	diploidProportion	polyclonalProportion	RCB_0_or_1	has_detected_subclone	participant	gBRCAm_type
0.0166305072660966	0.0471852030783409	0.165033209149353	0.119518014421188	0.0834403607312378	0.0651103198561976	0	0	0	0	0	0	0	0	0	0	0	0.0586144577624803	0.204660277806429	0.114922087249	0	0	0	0	0	0	0	0	0	0	0.0683695487526949	0.0264277515571083	0.045040989757209	0.0934930880582401	0	0.0610046653161771	0.144589958399998	0	0	0.176336346977542	Patient1	5726	947	193	0.110713572660781	0.365970004871609	0	0	0.309031432785376	0	0	0.214284989682234	0.0704507033664067	0.173365309127312	0	0.125074770701024	0.280766867271636	0	0	0.350342349533621	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	8	182	0	3	3	9.63231087689435	196.715904187049	NA	3.13441570874153	3.13441570874153	0.0385728356934428	0.0728742942986652	0.439801581917683	0.236927222865621	0	0.0865849206568853	0	0	0	0	0	0	0.0892240923827888	1270	false	0.48	1.96	0.4764	0.0929	0	TRUE	Patient1	2
0.0264663710222041	0	0.273258236206143	0	0.0875561447479391	0	0	0	0.0564510888978983	0	0.0524409284036631	0	0	0.0431141611299807	0.151077834450164	0	0	0	0.0818291806575319	0.111400368563373	0	0	0	0.0319054596474919	0	0	0	0	0	0	0.0514589492465496	0.0243573886412286	0.0633380184690011	0.0309074261403512	0.369081551219769	0	0	0	0	0.0326805486340927	Patient101	7555	1750	692	0.613603756151338	0	0.183963046184618	0	0.198891065421856	0	0	0.00354213224218792	0.113876413369365	0.0615516621220505	0.732309466369126	0.021630675690642	0.00913124833405736	0	0	0.0615005341147595	0	0	0	0.219999278498275	0.262889968019634	0	0	0.517110753482091	0	0.186958748114706	0.598090199760558	0	0	0	0	0.214951052124736	0	0.151703673132075	0.496924513017909	0	0.0455524279673739	0	0	0.305819385882642	8	677	3	14	17	8.68384333856693	688.742392406722	3.95247098432606	12.6462759247537	15.6175262357284	0.0613754537910241	0	0.316132417555629	0.231521390014422	0.220851782205145	0	0	0	0	0	0	0	0.125075269349414	138	true	0.68	2.94	0.0055	0.1204	0	TRUE	Patient101	1
0.0187810142892295	0	0.201142794059988	0.115082682734492	0.120241233981889	0	0	0	0	0	0.0473573442722609	0	0	0	0	0	0	0.0718937221910429	0.203601076448805	0.0807266796600049	0	0	0	0	0	0	0	0	0	0	0.0724404599959827	0.0496001258850721	0.0248236352062674	0.062153513270754	0	0.0157899739067349	0.197609519761115	0	0	0.175919990312463	Patient109	11860	1533	428	0.446325141308536	0	0	0	0.500945388663617	0	0	0.0527294700278473	0.0449053324361338	0.125860291004979	0.00514579472157587	0.0287683357198551	0.367543363159016	0	0.090257820262859	0.337519062695581	0	0	0	0	0.854768880340294	0	0.145231119659706	0	0	0	0	0	0.453534455493031	0	0.147772998605562	0.398692545901408	0	0	0	0	0.542080133086531	0	0.142131362770746	0.315788504142723	4	418	5	7	12	2.39694614147732	403.403450908987	3.29747308241102	10.0588241136775	13.606614292025	0.0686499280065136	0	0.345093573041438	0.408061366197453	0.107809790971974	0	0	0.0139984772888433	0	0	0	0	0	1181	false	0.48	1.8	0.3739	0.018	0	TRUE	Patient109	2
0.0247814642238308	0.0159251317771495	0.245511107829975	0.143399073645854	0	0.0212017959344959	0	0	0.043632796282984	0	0	0	0	0	0	0	0	0	0.191364974871112	0.100478492065292	0	0	0	0	0	0	0	0	0	0	0.0749131686859045	0.12341867294552	0.0916787624138257	0.0866999638740251	0	0.0136065177557461	0.0761815436662231	0	0	0.237580768188534	Patient113	7874	1295	161	NA	NA	NA	NA	NA	NA	NA	NA	0.072536228067053	0.192542497874279	0.00610404954968613	0.0249089500496331	0.152049514592314	0	0.0396747118072334	0.512184048059801	0	0	0	0	0.494143927271707	0	0	0.505856072728293	0	0	0	0	0.316689035469593	0	0	0.683310964530407	0	0	0	0	0.388014728281735	0	0	0.611985271718265	NA	140	2	3	5	NA	146.707368421931	2.31965277648617	3.45153171875576	5.77118449524193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	true	0.27	3.3	0.0097	0.5009	0	FALSE	Patient113	2
0.0236095699737804	0	0.229585215528567	0.167404159683601	0	0.0253942041258845	0	0	0	0	0.0484488326715094	0	0	0	0	0	0	0	0.159908920027039	0.173556792252723	0	0	0	0	0	0	0	0	0	0	0.0497366713001632	0.113818340455931	0.102808914642147	0.0103902945451	0.298172395583332	0.0604664898075134	0	0	0	0.0480512367897253	Patient15	4849	634	54	NA	NA	NA	NA	NA	NA	NA	NA	0.160531064170241	0.0198465124440161	0.570511627321888	0.114299555290705	0	0	0.0530954409445452	0.081715799828605	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	NA	52	0	1	1	NA	58.7218398672418	NA	1.51355359884562	1.51355359884562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	true	0.16	2.82	0.0418	0.3085	1	FALSE	Patient15	1
0.0299646877685236	0	0.30651986617011	0.110347157180338	0	0	0	0	0	0	0.0475753753458398	0	0	0	0.0300323520538997	0	0	0.0563243170493037	0.175594188201981	0.0949321624894918	0	0	0	0	0	0	0	0	0	0	0.0639792937094124	0.0622362635432654	0.0338286111829684	0.0705952202186403	0.0261014631291841	0.0852006108764794	0.142435012639346	0	0	0.136225268682116	Patient17	7488	1227	413	0.0572115028693813	0.062669388345263	0.116288806686481	0	0.460647811600226	0.151940842828434	0.076752180542177	0.0744894671280381	0.0627332950761557	0.139092193812907	0.046072554996646	0.168656562924948	0.241789056601042	0	0.0899681811183107	0.25168815546999	NA	NA	NA	NA	NA	NA	NA	NA	0.439445575300046	0	0	0.374250599302012	0	0	0.186303825397942	0	0.439445575300046	0	0	0.374250599302012	0	0	0.186303825397942	0	19	393	0	3	3	18.5975390746858	406.093853646064	NA	2.42761042935651	2.42761042935651	0.057514046405201	0	0.496509402207419	0.316440867038744	0	0	0	0	0	0	0	0	0.0790138801030036	1549	true	0.57	2.64	0.0419	0.2853	0	TRUE	Patient17	1
0.0199574540697693	0	0.161529776318675	0.133227658286531	0.114680022587378	0.0252173480029518	0	0	0	0	0.044850103012895	0	0	0	0	0	0	0	0.180032146904297	0.199167549882723	0	0	0	0	0	0	0	0	0	0	0.0541041031110569	0.0488968541870609	0.0589901928599465	0.0308033060677492	0.259754107388725	0.0531281749425576	0.0458826179784186	0	0	0.0522058567145122	Patient18	8568	1173	477	NA	NA	NA	NA	NA	NA	NA	NA	0.113847859549112	0.0581631192326658	0.507833228128483	0.102336618293052	0.089122869868143	0.0338145533215264	0	0.0948817516070183	0	0.277145446709932	0.369308343477876	0	0	0	0	0.353546209812192	0	0	0.664309783368137	0	0.0515315029866946	0.0576326533571435	0.165170801387555	0.0613552589004703	0	0.0753972618490205	0.602673819423145	0	0.0353325320863089	0.0262626339964175	0.114565027022852	0.145768725622255	NA	471	4	13	17	NA	485.366603887937	4.24419366030968	11.9700904841568	15.8025560203231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	true	0.43	3.35	0.002	0.3814	1	FALSE	Patient18	1
0.0671197176467172	0	0	0.391348523463718	0	0	0	0	0.0352585903489772	0	0	0	0	0	0.137116186830327	0	0.0307407759411854	0.0473669868608579	0	0	0	0	0	0.286260895649352	0	0	0	0	0	0	0.020086427432619	0	0.0595666568122953	0.0197198322715713	0.0318738942849342	0.100864986931319	0.0626751248780584	0	0.112854597986287	0.103409012209465	Patient20	10750	7253	182	NA	NA	NA	NA	NA	NA	NA	NA	0.137330856923348	0.0478839567392577	0.0777587647833398	0.236170961116944	0.104596494616248	0	0.158058349654161	0.238200616166701	0	0	0	0.0498925671794491	0.204230469048836	0	0.671911507351	0.0739654564207148	0	0	0	0.123162470606204	0.159889959544073	0.191014280215458	0	0.525933289634265	0	0	0	0.0818248601804804	0.207713636925688	0	0.472738065507329	0.237723437386503	NA	153	27	14	41	NA	147.316990717497	25.5378186386928	11.5437798686446	35.1023672949323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	true	0.59	4.9	0	0.4678	0	FALSE	Patient20	1
0.0221371692530561	0.0172373063702658	0.380063437987395	0	0	0.0292820245961351	0	0	0	0	0.0482118088899003	0	0	0	0.0738582824561529	0	0	0.0570391267038652	0.12237813720024	0.111518261152537	0	0	0	0	0	0	0	0	0	0	0.078776410212247	0.0445984991301907	0.0504671134429149	0.0482230090420023	0.221102102134318	0.0485586638990732	0.0560185638696275	0	0	0.0776234612266132	Patient25	17198	3211	669	0.204227566547288	0.22705165095647	0.289793286414192	0.0782879382814596	0.019059278552283	0.0189341828001072	0.0631985655682994	0.0994475308799009	0.0880823927134491	0.0889315536430597	0.443427473955545	0.0957620224551579	0.106685021159494	0	0.0310108844975611	0.146100651575733	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.564500240715498	0.435499759284502	0	0	0	0	0	0	0.564500240715498	0.435499759284502	0	0	0	32	632	0	2	2	31.1100098701669	648.946608252885	NA	1.58823438988376	1.58823438988376	0.0361405530366037	0.0273915401388245	0.75207069643896	0	0	0.0584622500183522	0	0.0170858719829	0	0	0	0	0.101986524642895	5179	true	0.57	2.72	0.0354	0.4089	0	TRUE	Patient25	1
0.0215836934819071	0	0.301287754912617	0.108341542710505	0	0.0215399440027755	0	0	0	0	0.0407302618727842	0	0	0	0	0	0	0	0.169813631683873	0.233105380445889	0	0	0	0	0	0	0	0	0	0	0.0527981185903383	0.0251256555241292	0.0487876486837925	0.0293279048702184	0.398347527325136	0	0.0311917403644379	0	0	0	Patient26	7552	1267	671	NA	NA	NA	NA	NA	NA	NA	NA	0.0897134123289579	0.0549618958425276	0.761216730447106	0	0.0543915792583032	0	0.0111373626748876	0.028579019448218	0	0	0.727218840268407	0	0	0	0	0.272781159731593	0	0	0.812298872562346	0	0.187701127437654	0	0	0	0	0	0.788374536278801	0	0.104859300203712	0	0	0.106766163517487	NA	658	5	8	13	NA	705.640848683624	4.28203961811371	6.09889570212262	10.2355780415017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	true	0.4	2.98	0.0657	0.3905	1	FALSE	Patient26	1
